sequence,kind,name,name_zh_hans,category,tag,selection_reasons,image_url,image_source,fallback_image_url,pokopiadex_slug,pokopiadex_category,pokopiadex_tags,infipoke_slug,infipoke_category,infipoke_tag,source_pages,filename,relative_path,downloaded_url,downloaded_source,content_type,bytes,sha256,status,error
043,decorative_item,Berry chair,树果椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/berry-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrychair.webp,berry-chair,Furniture,Relaxation,berrychair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,043-berry-chair.png,assets/pokopia_image_sources/decorative_item_portraits/043-berry-chair.png,https://pokopiadex.com/images/items/item_ui/berry-chair.png,pokopiadex_items,image/png,24220,0ae6459b6ae8ea39bfb85872e297ce437a4402bfc541ae79610f423e573dc5c6,ok,
044,decorative_item,Berry clock,树果钟,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/berry-clock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berryclock.webp,berry-clock,Misc.,Toy,berryclock,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,044-berry-clock.png,assets/pokopia_image_sources/decorative_item_portraits/044-berry-clock.png,https://pokopiadex.com/images/items/item_ui/berry-clock.png,pokopiadex_items,image/png,32001,e5bd4e0c76ad441e3415f7a988a69a24e9c3e187b23e375346ab166c519197c7,ok,
045,decorative_item,Berry hanging lamp,树果吊灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/berry-hanging-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berryhanginglamp.webp,berry-hanging-lamp,Utilities,Decoration,berryhanginglamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,045-berry-hanging-lamp.png,assets/pokopia_image_sources/decorative_item_portraits/045-berry-hanging-lamp.png,https://pokopiadex.com/images/items/item_ui/berry-hanging-lamp.png,pokopiadex_items,image/png,11329,3b2cf5b5b33cc3902d7a33bc1d7ba9d91358ca7a139fdecf903184891de19101,ok,
046,decorative_item,Berry print,树果花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/berry-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berryprint.webp,berry-print,Blocks,,berryprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,046-berry-print.png,assets/pokopia_image_sources/decorative_item_portraits/046-berry-print.png,https://pokopiadex.com/images/items/item_ui/berry-print.png,pokopiadex_items,image/png,27749,ecf9fb04c2cb8fd11a9ef64b2d324aba07b0b88456f30ee62b8308e174eb6367,ok,
047,decorative_item,Berry table,树果桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/berry-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrytable.webp,berry-table,Furniture,,berrytable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,047-berry-table.png,assets/pokopia_image_sources/decorative_item_portraits/047-berry-table.png,https://pokopiadex.com/images/items/item_ui/berry-table.png,pokopiadex_items,image/png,28193,1701847924229f9c1b0a703779c9e330917ab5ea3bfd60af721d4e2e8c2a2f1f,ok,
048,decorative_item,Berry table lamp,树果台灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/berry-table-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrytablelamp.webp,berry-table-lamp,Utilities,Decoration,berrytablelamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,048-berry-table-lamp.png,assets/pokopia_image_sources/decorative_item_portraits/048-berry-table-lamp.png,https://pokopiadex.com/images/items/item_ui/berry-table-lamp.png,pokopiadex_items,image/png,27883,564a6ae603d7661cdd9527bdeff6238ae2b2a7b94496e0c880ade43f24fc8bbd,ok,
049,decorative_item,Berry wall decoration,树果墙饰,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/berry-wall-decoration.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrywalldecoration.webp,berry-wall-decoration,Misc.,Decoration,berrywalldecoration,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,049-berry-wall-decoration.png,assets/pokopia_image_sources/decorative_item_portraits/049-berry-wall-decoration.png,https://pokopiadex.com/images/items/item_ui/berry-wall-decoration.png,pokopiadex_items,image/png,41571,ed08bdf95b7ee0fd1fd84032e82dde24d03a7085ce640cb933034a4ba31c97b8,ok,
050,decorative_item,Big drum,大鼓,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/big-drum.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bigdrum.webp,big-drum,Misc.,Toy,bigdrum,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,050-big-drum.png,assets/pokopia_image_sources/decorative_item_portraits/050-big-drum.png,https://pokopiadex.com/images/items/item_ui/big-drum.png,pokopiadex_items,image/png,31760,3b02f72cee3c88357c0a1965ce7d8d67f75388dff0eecc5ed17b060178a5d450,ok,
051,decorative_item,Big Nugget,巨型金珠,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/big-nugget.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bignugget.webp,big-nugget,Misc.,Toy,bignugget,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,051-big-nugget.png,assets/pokopia_image_sources/decorative_item_portraits/051-big-nugget.png,https://pokopiadex.com/images/items/item_ui/big-nugget.png,pokopiadex_items,image/png,81010,dc6d8abfe7dec2190373dcc4e784d32107bfb33eabf7a6ab27b9953762df089a,ok,
052,decorative_item,Big storage box,大型收纳箱,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/big-storage-box.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bigstoragebox.webp,big-storage-box,Furniture,,bigstoragebox,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,052-big-storage-box.png,assets/pokopia_image_sources/decorative_item_portraits/052-big-storage-box.png,https://pokopiadex.com/images/items/crafting_ui/big-storage-box.png,pokopiadex_items,image/png,135463,0f224b970abf78d4f7cb46b6514042ad54886ed6e5497eee8c5ab0a1686d99dc,ok,
053,decorative_item,Bike,自行车,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/bike.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bike.webp,bike,Outdoor,Toy,bike,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,053-bike.png,assets/pokopia_image_sources/decorative_item_portraits/053-bike.png,https://pokopiadex.com/images/items/item_ui/bike.png,pokopiadex_items,image/png,136351,4aac659ef5eefe4af162bb3437e04f49a814b30924c84fedc76173c10f51b669,ok,
054,decorative_item,Black cliff rock,黑色悬崖岩石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/black-cliff-rock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blackcliffrock.webp,black-cliff-rock,Blocks,,blackcliffrock,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,054-black-cliff-rock.png,assets/pokopia_image_sources/decorative_item_portraits/054-black-cliff-rock.png,https://pokopiadex.com/images/items/item_ui/black-cliff-rock.png,pokopiadex_items,image/png,31274,935a57c41bc0440d81c339d0cf02049603f27748f16655b35f89d1803c803076,ok,
055,decorative_item,Black rock,黑色岩石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/black-rock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blackrock.webp,black-rock,Blocks,,blackrock,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,055-black-rock.png,assets/pokopia_image_sources/decorative_item_portraits/055-black-rock.png,https://pokopiadex.com/images/items/item_ui/black-rock.png,pokopiadex_items,image/png,95563,e43408d396c3387201d2b14ed5667f61fbfe42626b11bf6b8d00186c65fe8ac9,ok,
056,decorative_item,Black spotted cliff rock,黑色斑纹悬崖岩石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/black-spotted-cliff-rock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blackspottedcliffrock.webp,black-spotted-cliff-rock,Blocks,,blackspottedcliffrock,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,056-black-spotted-cliff-rock.png,assets/pokopia_image_sources/decorative_item_portraits/056-black-spotted-cliff-rock.png,https://pokopiadex.com/images/items/item_ui/black-spotted-cliff-rock.png,pokopiadex_items,image/png,31187,68b889b735b9fe1c12d847372111397089a09901b2314e5bd0e7e0478830cc19,ok,
057,decorative_item,Blank canvas,空白画布,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/blank-canvas.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blankcanvas.webp,blank-canvas,Outdoor,Decoration,blankcanvas,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,057-blank-canvas.png,assets/pokopia_image_sources/decorative_item_portraits/057-blank-canvas.png,https://pokopiadex.com/images/items/item_ui/blank-canvas.png,pokopiadex_items,image/png,21541,a7d0090c5aade8f07125c6a46149249fc62a26104c13d28ac3ac79144bc33965,ok,
058,decorative_item,Blue meteor lamp,蓝色流星灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/blue-meteor-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bluemeteorlamp.webp,blue-meteor-lamp,Utilities,Decoration,bluemeteorlamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,058-blue-meteor-lamp.png,assets/pokopia_image_sources/decorative_item_portraits/058-blue-meteor-lamp.png,https://pokopiadex.com/images/items/item_ui/blue-meteor-lamp.png,pokopiadex_items,image/png,33805,868869d235e7ba2ae22d11e7dec7d0d57abb94cf4d567f865bc47ae6d70e7db0,ok,
059,decorative_item,Bonfire,篝火,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/shop_ui/bonfire.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bonfire.webp,bonfire,Outdoor,Decoration,bonfire,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,059-bonfire.png,assets/pokopia_image_sources/decorative_item_portraits/059-bonfire.png,https://pokopiadex.com/images/items/shop_ui/bonfire.png,pokopiadex_items,image/png,351479,8f0b65010182e2e213e598ab3489301b11be81528557f714bde368cdf51e9f1f,ok,
060,decorative_item,Boo-in-the-box,惊吓盒,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/boo-in-the-box.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/boo-in-the-box.webp,boo-in-the-box,Misc.,Toy,boo-in-the-box,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,060-boo-in-the-box.png,assets/pokopia_image_sources/decorative_item_portraits/060-boo-in-the-box.png,https://pokopiadex.com/images/items/item_ui/boo-in-the-box.png,pokopiadex_items,image/png,125310,e76729b2a3ddc42f2c4041ca1db82940bf6e82a57b05b7d4362b0fe55cd77820,ok,
061,decorative_item,Book,书本,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/book.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/book.webp,book,Misc.,Toy,book,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,061-book.png,assets/pokopia_image_sources/decorative_item_portraits/061-book.png,https://pokopiadex.com/images/items/item_ui/book.png,pokopiadex_items,image/png,111131,02203a49ff5b34752f0e91fbc47298d69b8fd044842da9b3460afc937692567e,ok,
062,decorative_item,Book pile,书堆,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/book-pile.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bookpile.webp,book-pile,Misc.,Toy,bookpile,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,062-book-pile.png,assets/pokopia_image_sources/decorative_item_portraits/062-book-pile.png,https://pokopiadex.com/images/items/item_ui/book-pile.png,pokopiadex_items,image/png,19952,ae716d1f529728dd47f1ca7ccd5e39daae5f545a17057e87b5dccdcc48cfc54d,ok,
063,decorative_item,Bookcase,书柜,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/bookcase.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bookcase.webp,bookcase,Misc.,Decoration,bookcase,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,063-bookcase.png,assets/pokopia_image_sources/decorative_item_portraits/063-bookcase.png,https://pokopiadex.com/images/items/item_ui/bookcase.png,pokopiadex_items,image/png,36085,dd4a1e317a2a5c4eb2da7e962a9895bb3a9131001ce6c7e188002f5ddc724055,ok,
064,decorative_item,Bouncy blue bathtub,弹弹蓝浴缸,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/bouncy-blue-bathtub.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bouncybluebathtub.webp,bouncy-blue-bathtub,Misc.,Decoration,bouncybluebathtub,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,064-bouncy-blue-bathtub.png,assets/pokopia_image_sources/decorative_item_portraits/064-bouncy-blue-bathtub.png,https://pokopiadex.com/images/items/item_ui/bouncy-blue-bathtub.png,pokopiadex_items,image/png,107860,3a26d187cdb899a1623fc858ba27a4fca964e80a3ea52bac584047e3d3a8179e,ok,
065,decorative_item,Box sofa,箱型沙发,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/box-sofa.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/boxsofa.webp,box-sofa,Furniture,Relaxation,boxsofa,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,065-box-sofa.png,assets/pokopia_image_sources/decorative_item_portraits/065-box-sofa.png,https://pokopiadex.com/images/items/item_ui/box-sofa.png,pokopiadex_items,image/png,20478,9ccfd8f61fbdcbcd1361f018cb818b9b2a1752513048b2cfd2d957b6e9791455,ok,
066,decorative_item,Brick flooring,砖块地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/brick-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/brickflooring.webp,brick-flooring,Blocks,Road,brickflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,066-brick-flooring.png,assets/pokopia_image_sources/decorative_item_portraits/066-brick-flooring.png,https://pokopiadex.com/images/items/crafting_ui/brick-flooring.png,pokopiadex_items,image/png,130812,60198f57e343bfab0b92eb6dc2fb104ef8f0748fef36faa048c95ae34a7a189c,ok,
067,decorative_item,Brick wall,砖墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/brick-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/brickwall.webp,brick-wall,Blocks,,brickwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,067-brick-wall.png,assets/pokopia_image_sources/decorative_item_portraits/067-brick-wall.png,https://pokopiadex.com/images/items/crafting_ui/brick-wall.png,pokopiadex_items,image/png,137830,943cc7d46a8c9f75c31e4cfc504158fb4dc0cdcd80704c7e0e0fc8310e46a20f,ok,
068,decorative_item,Broken-tiling wall,碎瓷砖墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/broken-tiling-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/broken-tilingwall.webp,broken-tiling-wall,Blocks,,broken-tilingwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,068-broken-tiling-wall.png,assets/pokopia_image_sources/decorative_item_portraits/068-broken-tiling-wall.png,https://pokopiadex.com/images/items/item_ui/broken-tiling-wall.png,pokopiadex_items,image/png,44879,f2108293b7c0728545c850d26deeaf6e8dbd0ff3ad8a0ac6bd12e97f599271fd,ok,
069,decorative_item,Bronze wall,青铜墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/bronze-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bronzewall.webp,bronze-wall,Blocks,,bronzewall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,069-bronze-wall.png,assets/pokopia_image_sources/decorative_item_portraits/069-bronze-wall.png,https://pokopiadex.com/images/items/item_ui/bronze-wall.png,pokopiadex_items,image/png,29600,4aa6aeb68165e20bfc739e843afa5f3fbdc9652ce013f73be41d381e9b64284f,ok,
070,decorative_item,Bubble print,气泡花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/bubble-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bubbleprint.webp,bubble-print,Blocks,,bubbleprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,070-bubble-print.png,assets/pokopia_image_sources/decorative_item_portraits/070-bubble-print.png,https://pokopiadex.com/images/items/item_ui/bubble-print.png,pokopiadex_items,image/png,28848,dac569b9b85074b45f26e2bdf5d451f0030652be6cb73f79623d04b779f46afc,ok,
071,decorative_item,Bumpy beach sand,凹凸海沙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/bumpy-beach-sand.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bumpybeachsand.webp,bumpy-beach-sand,Blocks,,bumpybeachsand,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items,071-bumpy-beach-sand.png,assets/pokopia_image_sources/decorative_item_portraits/071-bumpy-beach-sand.png,https://pokopiadex.com/images/items/item_ui/bumpy-beach-sand.png,pokopiadex_items,image/png,26566,3c809d96821dd4e4036cd38afebb54df4519ef19883a0f311e3faa0f3be56ca9,ok,
