sequence,kind,id,name,slug,description,category,tags,sources,event,inventory_status,collectible,order_key,order_value,trade_sell_value,trade_buy_value,trade_buy_quantity,life_coins,shop_level,mosslax,storage_capacity,habitat_item_category_ids,favorite_category_ids,image_url,variant_image_urls,source_page,source,filename,relative_path,downloaded_url,content_type,bytes,sha256,status,error
0045,placeable_item,1111,Roserade Tea,roserade-tea,"Tea with a delicate, elegant aroma. If you take a sip and spit it out, it becomes a hot spring!",Food,"[""Food""]",[],,in-collection,,food_order,45,,,,,,Increase Rare Items (Weak),,[],[2197],https://pokopiadex.com/images/items/item_ui/roserade-tea.png,[],https://pokopiadex.com/items/roserade-tea,pokopiadex_items_in_collection,0045-roserade-tea.png,assets/pokopia_image_sources/item_portraits/0045-roserade-tea.png,https://pokopiadex.com/images/items/item_ui/roserade-tea.png,image/png,23928,819776835f985b6367865a21088e4c51d8c7e1afe030704d11ce4c1fa534d9aa,ok,
0046,placeable_item,1583,Chili sauce,chili-sauce,"Sauce with an enticingly spicy flavor. If you take a sip and spit it out, it becomes lava!",Food,"[""Food""]",[],,in-collection,,food_order,46,,,,,,Increase Pokemon Spawns (Weak),,[],[2235],https://pokopiadex.com/images/items/item_ui/chili-sauce.png,[],https://pokopiadex.com/items/chili-sauce,pokopiadex_items_in_collection,0046-chili-sauce.png,assets/pokopia_image_sources/item_portraits/0046-chili-sauce.png,https://pokopiadex.com/images/items/item_ui/chili-sauce.png,image/png,25479,07b1ba244db370bd94208ec82e9490a69d119c5c8b0d0f16c03c7335df97847d,ok,
0047,placeable_item,26,Honey,honey,"Sweet-smelling honey. If you spread some where a Pokémon lives, that Pokémon will return home.",Materials,[],"[""Inspect shiny flowers""]",,in-collection,,materials_order,1,100,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/honey.png,[],https://pokopiadex.com/items/honey,pokopiadex_items_in_collection,0047-honey.png,assets/pokopia_image_sources/item_portraits/0047-honey.png,https://pokopiadex.com/images/items/item_ui/honey.png,image/png,107228,0f72e2cceb26718c0b6379e2aab8c48981e33327e06da0336fc2ac2b85d0c2b4,ok,
0048,placeable_item,18,Sturdy stick,sturdy-stick,A branch that fell off a tree somewhere. Perfect for making various toys and everyday items.,Materials,[],"[""Headbutt trees"",""Near withered trees""]",,in-collection,,materials_order,2,10,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/sturdy-stick.png,[],https://pokopiadex.com/items/sturdy-stick,pokopiadex_items_in_collection,0048-sturdy-stick.png,assets/pokopia_image_sources/item_portraits/0048-sturdy-stick.png,https://pokopiadex.com/images/items/item_ui/sturdy-stick.png,image/png,98189,6409858d42f515f02ee70a041e069d9ea30d3603d8ecd65a45f99ec4af3d62b2,ok,
0049,placeable_item,32,Stone,stone,Just a normal stone you can find anywhere. It can be used as a material for a lot of different things.,Materials,[],"[""Use Rock Smash on stone blocks"",""inspect shiny water ripples""]",,in-collection,,materials_order,3,15,,,,,,,[],"[2213,2238]",https://pokopiadex.com/images/items/item_ui/stone.png,[],https://pokopiadex.com/items/stone,pokopiadex_items_in_collection,0049-stone.png,assets/pokopia_image_sources/item_portraits/0049-stone.png,https://pokopiadex.com/images/items/item_ui/stone.png,image/png,90369,74060baa18244b354ff6a921ae6df881ef233064fe70744130dc9fd6a50b9505,ok,
0050,placeable_item,45,Leaf,leaf,"A lush, vivid green leaf that you can obtain by cutting trees and grass.",Materials,[],"[""Cut grass with Cut ability"",""Inspect shiny water spot""]",,in-collection,,materials_order,4,10,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/leaf.png,[],https://pokopiadex.com/items/leaf,pokopiadex_items_in_collection,0050-leaf.png,assets/pokopia_image_sources/item_portraits/0050-leaf.png,https://pokopiadex.com/images/items/item_ui/leaf.png,image/png,95204,5752510bdd0a09afdbde8d5b104e6ca5462e57ea5cbaf742579bf51bd4d17f4d,ok,
0051,placeable_item,22,Small log,small-log,"These can be processed into lumber, but they can also be used as is for certain crafting projects.",Materials,[],"[""Use Cut on wooden objects"",""Gifts from Pokemon""]",,in-collection,,materials_order,5,10,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/small-log.png,[],https://pokopiadex.com/items/small-log,pokopiadex_items_in_collection,0051-small-log.png,assets/pokopia_image_sources/item_portraits/0051-small-log.png,https://pokopiadex.com/images/items/item_ui/small-log.png,image/png,87635,85f7ef35ddadaf23481d6d20f50c5c2670fef4a97344bd413090555ef18847e6,ok,
0052,placeable_item,265,Vine rope,vine-rope,"Obtained by cutting vines, which grow in caves and high-altitude areas.",Materials,[],"[""Gifts from Pokemon"",""Red Pokeball"",""Use Cut on vines""]",,in-collection,,materials_order,6,10,,,,,,,[],[2232],https://pokopiadex.com/images/items/dream_ui/vine-rope.png,[],https://pokopiadex.com/items/vine-rope,pokopiadex_items_in_collection,0052-vine-rope.png,assets/pokopia_image_sources/item_portraits/0052-vine-rope.png,https://pokopiadex.com/images/items/dream_ui/vine-rope.png,image/png,222259,2012e99eafb84c4b2421b890d2946ef1ec81cb4c276805ccb5c4f52840f61a33,ok,
0053,placeable_item,33,Glowing mushrooms,glowing-mushrooms,"Bioluminescent mushrooms. You can't eat them, but they'd probably make great lights!",Materials,[],"[""Inspect water near fountains"",""Caves"",""Gifts from Pokemon""]",,in-collection,,materials_order,7,20,,,,,,,[],[],https://pokopiadex.com/images/items/dream_ui/glowing-mushrooms.png,[],https://pokopiadex.com/items/glowing-mushrooms,pokopiadex_items_in_collection,0053-glowing-mushrooms.png,assets/pokopia_image_sources/item_portraits/0053-glowing-mushrooms.png,https://pokopiadex.com/images/items/dream_ui/glowing-mushrooms.png,image/png,156963,359bfd7a36ce76ab9c5b605427b8ff26d507d82a859aa116124a01f4db9de6b3,ok,
0054,placeable_item,39,Twine,twine,Obtained by destroying textile garbage. Bug-type Pokémon can also produce it.,Materials,[],"[""Use Cut on cloth objects""]",,in-collection,,materials_order,8,,,,50,,,,[],[2232],https://pokopiadex.com/images/items/dream_ui/twine.png,[],https://pokopiadex.com/items/twine,pokopiadex_items_in_collection,0054-twine.png,assets/pokopia_image_sources/item_portraits/0054-twine.png,https://pokopiadex.com/images/items/dream_ui/twine.png,image/png,195836,20653241659d394245e35a39f3d30e276082451813727ca7aef5483981b41323,ok,
0055,placeable_item,1105,Sea glass fragments,sea-glass-fragments,Pieces of glass that have been polished and buffed by ocean waves. They're used to make glass objects.,Materials,[],"[""Wash away mud with Water speciality Pokemon and Water Gun""]",,in-collection,,materials_order,9,,,,,,,,[],[2211],https://pokopiadex.com/images/items/dream_ui/sea-glass-fragments.png,[],https://pokopiadex.com/items/sea-glass-fragments,pokopiadex_items_in_collection,0055-sea-glass-fragments.png,assets/pokopia_image_sources/item_portraits/0055-sea-glass-fragments.png,https://pokopiadex.com/images/items/dream_ui/sea-glass-fragments.png,image/png,154458,d5ea5395e47863f935991da500a2fe38523363aefaa4218324e57442890af3a7,ok,
0056,placeable_item,62,Seashell,seashell,A common seashell found on sandy beaches. This is useful material for building houses.,Materials,[],"[""Beach"",""Area gate between Withered Wasteland and Bleak Beach"",""inspect shiny water ripples""]",,in-collection,,materials_order,10,,,,,,,,[],[],https://pokopiadex.com/images/items/dream_ui/seashell.png,[],https://pokopiadex.com/items/seashell,pokopiadex_items_in_collection,0056-seashell.png,assets/pokopia_image_sources/item_portraits/0056-seashell.png,https://pokopiadex.com/images/items/dream_ui/seashell.png,image/png,172248,105e8c318ac7f83f21d116850a8e732663f13e9d5a0ccc8bbfbdaf12de262b81,ok,
0057,placeable_item,678,Nonburnable garbage,nonburnable-garbage,Trash discarded here and there. Apparently some Pokémon are big fans of garbage.,Materials,[],"[""Area gate between Withered Wasteland and Bleak Beach""]",,in-collection,,materials_order,11,,,,,,,,[],[2209],https://pokopiadex.com/images/items/item_ui/nonburnable-garbage.png,[],https://pokopiadex.com/items/nonburnable-garbage,pokopiadex_items_in_collection,0057-nonburnable-garbage.png,assets/pokopia_image_sources/item_portraits/0057-nonburnable-garbage.png,https://pokopiadex.com/images/items/item_ui/nonburnable-garbage.png,image/png,130889,79c5a62a84741be1dc155a4aceba45a23d57a8eca9eb38d65245862faa01ee72,ok,
0058,placeable_item,377,Squishy clay,squishy-clay,"A soft, malleable crafting material used for all sorts of things. It can also be fired and hardened into bricks!",Materials,[],"[""Use Rock Smash on clay blocks""]",,in-collection,,materials_order,12,10,200,10,,,,,[],[2233],https://pokopiadex.com/images/items/item_ui/squishy-clay.png,[],https://pokopiadex.com/items/squishy-clay,pokopiadex_items_in_collection,0058-squishy-clay.png,assets/pokopia_image_sources/item_portraits/0058-squishy-clay.png,https://pokopiadex.com/images/items/item_ui/squishy-clay.png,image/png,97697,42a15e55eb5a06aecb1af57ec4856bbecbf1750a8777aa41f1ab8c4d86f8e5df,ok,
0059,placeable_item,241,Fluff,fluff,An irresistibly soft tuft of fluff. Pokémon with the Litter specialty might scatter this.,Materials,[],[],,in-collection,,materials_order,13,,,,50,,,,[],"[2208,2229,2233]",https://pokopiadex.com/images/items/item_ui/fluff.png,[],https://pokopiadex.com/items/fluff,pokopiadex_items_in_collection,0059-fluff.png,assets/pokopia_image_sources/item_portraits/0059-fluff.png,https://pokopiadex.com/images/items/item_ui/fluff.png,image/png,21885,1c524ab856f2cdd278bc45cba3a4dca58e6bc2c9b3c7062a94d1df7a373f3046,ok,
0060,placeable_item,1110,Wastepaper,wastepaper,These look tough to craft in their current state. Try recycling them into regular paper.,Materials,[],[],,in-collection,,materials_order,14,,,,,,,,[],[2209],https://pokopiadex.com/images/items/item_ui/wastepaper.png,[],https://pokopiadex.com/items/wastepaper,pokopiadex_items_in_collection,0060-wastepaper.png,assets/pokopia_image_sources/item_portraits/0060-wastepaper.png,https://pokopiadex.com/images/items/item_ui/wastepaper.png,image/png,28972,6f033c7cd3e2a8f98ca3e6b786600ba77f0465ec0a5908a403deadfcc96493e7,ok,
0061,placeable_item,81,Copper ore,copper-ore,"Raw mineral copper. When processed into ingots, it can be used as a crafting material.",Materials,[],"[""Use Rock Smash on copper ore"",""inspect shiny water ripples"",""Gifts from Pokemon""]",,in-collection,,materials_order,15,,,,,,,,[],[2222],https://pokopiadex.com/images/items/dream_ui/copper-ore.png,[],https://pokopiadex.com/items/copper-ore,pokopiadex_items_in_collection,0061-copper-ore.png,assets/pokopia_image_sources/item_portraits/0061-copper-ore.png,https://pokopiadex.com/images/items/dream_ui/copper-ore.png,image/png,196106,d6c1f975d55160be12f0c66380999484e82e7d6e02dfb6eba2362f6694e5a79b,ok,
0062,placeable_item,981,Iron ore,iron-ore,Metal that can be obtained from iron deposits. It can also be found among metal debris.,Materials,[],"[""inspect shiny water ripples"",""Transform 1 unburnable garbage to 2 iron ore with Recycle specialty Pokemon""]",,in-collection,,materials_order,16,,,,,,,,[],[2222],https://pokopiadex.com/images/items/dream_ui/iron-ore.png,[],https://pokopiadex.com/items/iron-ore,pokopiadex_items_in_collection,0062-iron-ore.png,assets/pokopia_image_sources/item_portraits/0062-iron-ore.png,https://pokopiadex.com/images/items/dream_ui/iron-ore.png,image/png,142917,28199243e6595748d598fca85a93dceffdb09d41b16c409036952269c99aef3c,ok,
0063,placeable_item,702,Gold ore,gold-ore,Metal extracted from gold deposits. It glitters with a luxurious sheen.,Materials,[],"[""inspect shiny water ripples""]",,in-collection,,materials_order,17,,,,,,,,[],[2222],https://pokopiadex.com/images/items/dream_ui/gold-ore.png,[],https://pokopiadex.com/items/gold-ore,pokopiadex_items_in_collection,0063-gold-ore.png,assets/pokopia_image_sources/item_portraits/0063-gold-ore.png,https://pokopiadex.com/images/items/dream_ui/gold-ore.png,image/png,124663,b67bbae500183d2bf00af3016a1cd0129f35ef33e70460d9d74420ac31b3f71d,ok,
0064,placeable_item,1069,Pokémetal fragment,pokemetal-fragment,"Colorful, sparkling metal extracted from Pokémetal deposits.",Materials,[],"[""Golden Pokeball hidden in mines above ladders going down""]",,in-collection,,materials_order,18,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/pokemetal-fragment.png,[],https://pokopiadex.com/items/pokemetal-fragment,pokopiadex_items_in_collection,0064-pokemetal-fragment.png,assets/pokopia_image_sources/item_portraits/0064-pokemetal-fragment.png,https://pokopiadex.com/images/items/item_ui/pokemetal-fragment.png,image/png,162508,3d2a6f5f75b02517cc7e973ee8790a43a693a9c3b8f5a84af3d1b2c90f8929b3,ok,
0065,placeable_item,1353,Rare Pokémetal fragment,rare-pokemetal-fragment,"This can sometimes be found in Pokémetal deposits. If you find one, consider yourself extremely lucky!",Materials,[],[],,in-collection,,materials_order,19,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/rare-pokemetal-fragment.png,[],https://pokopiadex.com/items/rare-pokemetal-fragment,pokopiadex_items_in_collection,0065-rare-pokemetal-fragment.png,assets/pokopia_image_sources/item_portraits/0065-rare-pokemetal-fragment.png,https://pokopiadex.com/images/items/item_ui/rare-pokemetal-fragment.png,image/png,42375,b1ae9bee64b0fe199f9e1368647d2583078565ebc64042416f621081d2eebb30,ok,
0066,placeable_item,986,Crystal fragment,crystal-fragment,"A piece of broken crystal. It's transparent, so you can see right through it.",Materials,[],"[""Use Rock Smash on blue crystals""]",,in-collection,,materials_order,20,,,,,,,,[],"[2211,2231]",https://pokopiadex.com/images/items/item_ui/crystal-fragment.png,[],https://pokopiadex.com/items/crystal-fragment,pokopiadex_items_in_collection,0066-crystal-fragment.png,assets/pokopia_image_sources/item_portraits/0066-crystal-fragment.png,https://pokopiadex.com/images/items/item_ui/crystal-fragment.png,image/png,99859,ba2be5218128d48d9981985a34b8d79c0724a27e865d080091601c4f793954e4,ok,
0067,placeable_item,37,Lumber,lumber,"Wood that's been cut so it's easy to use. If you're making something out of wood, this is for you!",Materials,[],"[""Transform 1 small log to 5 lumber with Chop speciality Pokemon""]",,in-collection,,materials_order,21,20,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/lumber.png,[],https://pokopiadex.com/items/lumber,pokopiadex_items_in_collection,0067-lumber.png,assets/pokopia_image_sources/item_portraits/0067-lumber.png,https://pokopiadex.com/images/items/item_ui/lumber.png,image/png,121788,8fb974bfdfddd2fff2bc94e5cebebdee61c4b87afecadead168e1cff5ab58e41,ok,
0068,placeable_item,1104,Brick,brick,"Bricks made by baking clay. They're perfect for making buildings, roads and other structures.",Materials,[],"[""Transform 1 squishy clay to 2 bricks with Burn speciality Pokemon""]",,in-collection,,materials_order,22,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/brick.png,[],https://pokopiadex.com/items/brick,pokopiadex_items_in_collection,0068-brick.png,assets/pokopia_image_sources/item_portraits/0068-brick.png,https://pokopiadex.com/images/items/item_ui/brick.png,image/png,21411,e149459f135631543822b07c9bfd037f80da64856b2be46b4f707dcce6956717,ok,
0069,placeable_item,751,Copper ingot,copper-ingot,Copper that has been processed in a smelting furnace. It kinda looks like chocolate...,Materials,[],"[""Smelt Copper ore""]",,in-collection,,materials_order,23,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/copper-ingot.png,[],https://pokopiadex.com/items/copper-ingot,pokopiadex_items_in_collection,0069-copper-ingot.png,assets/pokopia_image_sources/item_portraits/0069-copper-ingot.png,https://pokopiadex.com/images/items/item_ui/copper-ingot.png,image/png,96186,cc6c6777b826ffff3caeecf90a7211e285949ec2037d5771397cd23482196872,ok,
0070,placeable_item,755,Iron ingot,iron-ingot,Iron that has been processed in a smelting furnace. It's really hard and super heavy.,Materials,[],"[""Smelt iron ore""]",,in-collection,,materials_order,24,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/iron-ingot.png,[],https://pokopiadex.com/items/iron-ingot,pokopiadex_items_in_collection,0070-iron-ingot.png,assets/pokopia_image_sources/item_portraits/0070-iron-ingot.png,https://pokopiadex.com/images/items/item_ui/iron-ingot.png,image/png,90643,26dea997ab5b7fd0aa9d87f8ea949a2c332dccb96d7d83ab8e4fd6254c8ea36f,ok,
0071,placeable_item,895,Gold ingot,gold-ingot,Gold that has been processed in a smelting furnace. Just looking at it makes you feel fancy.,Materials,[],[],,in-collection,,materials_order,25,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/gold-ingot.png,[],https://pokopiadex.com/items/gold-ingot,pokopiadex_items_in_collection,0071-gold-ingot.png,assets/pokopia_image_sources/item_portraits/0071-gold-ingot.png,https://pokopiadex.com/images/items/item_ui/gold-ingot.png,image/png,100614,3f230b5e66f27f372168cf7ee9130d42cd03850f125a0e307937fa9803fb15fb,ok,
0072,placeable_item,380,Pokémetal,pokemetal,"Made from smelted Pokemetal fragments, these can be used to make various items.",Materials,[],"[""Golden Pokeball hidden in cave in hill in front of Team Initiation building in Withered Wasteland"",""Golden Pokeball hidden in cave made for path to Team Initiation in Withered Wasteland"",""Golden Pokeball next to Rocky Ridges / Withered Wasteland area gate"",""Golden Pokeball on Museum second floor in Rocky Ridges"",""Smelt Pokemetal fragment"",""Golden Pokeball in Bleak Beach""]",,in-collection,,materials_order,26,200,,,80,,,,[],"[2200,2222]",https://pokopiadex.com/images/items/item_ui/pokemetal.png,[],https://pokopiadex.com/items/pokemetal,pokopiadex_items_in_collection,0072-pokemetal.png,assets/pokopia_image_sources/item_portraits/0072-pokemetal.png,https://pokopiadex.com/images/items/item_ui/pokemetal.png,image/png,119052,34bed5039bf47a747f2cd5bd5c440a4fdb3c97864b17a2eab4c481a5d30d9d5e,ok,
0073,placeable_item,663,Rare Pokémetal,rare-pokemetal,"Made with smelted rare Pokemetal fragments, these can be used to make various items.",Materials,[],"[""Trade at PC""]",,in-collection,,materials_order,27,2000,2000,,40,,,,[],[],https://pokopiadex.com/images/items/item_ui/rare-pokemetal.png,[],https://pokopiadex.com/items/rare-pokemetal,pokopiadex_items_in_collection,0073-rare-pokemetal.png,assets/pokopia_image_sources/item_portraits/0073-rare-pokemetal.png,https://pokopiadex.com/images/items/item_ui/rare-pokemetal.png,image/png,137570,69222f55dd531c6953114a0f569eda5056dff1571b21b027fd9c8478ca3f5362,ok,
