编号	哈希值	中文名	日文名	英文名	图标	分类	标签	获得方式	交易价值	喜欢的类别
841	7f253d8500db69979b5ea550985f5c10	草原的草皮	そうげんのしばふ	Field grass	841	方块			10	
842	8b40a474b094210bb18d44f3ddafff73	海岸的草皮	かいがんのしばふ	Seashore grass	842	方块			10	
843	4ff06b3cfe6ebe4ed35dbf41c27ba833	山岳的草皮	さんがくのしばふ	Alpine grass	843	方块			10	
844	89caccdd8a4207dcd2011df85e84c6f0	天空的草皮	てんくうのしばふ	Sky-high grass	844	方块			10	
845	693cb7c96de707646733113e14306e28	普通土	ふつうのつち	Ordinary soil	845	方块			10	
846	4703e9beb18092a1a06fcc7a2cbe451e	贝壳土	かいがらのつち	Seashell soil	846	方块			10	
847	7c088eeb396a01648213f67b18f786ec	层纹土	シマシマのつち	Striped soil	847	方块			10	
848	a2d7d7b03c0a11f863708589d3611ffe	洁白的土	まっしろなつち	Pure-white soil	848	方块			10	
849	8ae42cdd446acc60c94503f088871145	黏土	ねんど	Clay	849	方块			10	
850	b6b866411c095e1f1c4fc059835be778	普通沙子	ふつうのすな	Ordinary sand	850	方块			10	
851	15b3fc66df359d6f21090af68d3b9c9b	海边的沙子	うみべのすな	Beach sand	851	方块			10	
852	0db471c0a1f9fd86ffdccb90de7a9659	空岛的沙子	うきしまのすな	Skyland sand	852	方块			10	
853	c6ea7bd7457d8a9118808de00f3bf8dc	粗粗沙滩	ザラザラすなはま	Bumpy beach sand	853	方块			10	
854	d99e3d7a01c8c76528834210d0166c1b	火山灰	かざんばい	Volcanic ash	854	方块			10	
855	7712e15dea4ac9d02863244d245053c7	砂岩	すないわ	Sandstone	855	方块			10	
856	a1a1a53c86b27393cea573b6ea315b28	空岛的砂岩	うきしまのすないわ	Skyland sandstone	856	方块			10	
857	070d752adf499bd5cd2f3d1f79db2178	崖岩	がけいわ	Cliff rock	857	方块			10	
858	22baac1939f7e7dc4df509d063da9339	砾崖岩	ツブがけいわ	Spotted cliff rock	858	方块			10	
859	316bd4b5698bdec64fc8e48d3bcfe993	红色崖岩	あかがけいわ	Red cliff rock	859	方块			10	
860	854cdb619a87ecd4d2abaf466f55eea3	红色砾崖岩	あかいツブがけいわ	Red spotted cliff rock	860	方块			10	
861	3169895db7e5af1f9325c391129d893b	黑色崖岩	くろがけいわ	Black cliff rock	861	方块			10	
862	cdb6b2916a33d2800281671effdb4fb0	黑色砾崖岩	くろいツブがけいわ	Black spotted cliff rock	862	方块			10	
863	31651ba0e18dd0fca71e1713fec7d91e	空岛的崖岩	うきしまのがけいわ	Skyland cliff rock	863	方块			10	
864	cf0334539505ee8eba308575d6dbac70	空岛的砾崖岩	うきしまのツブがけいわ	Skyland spotted cliff rock	864	方块			10	
865	18dfe4bb4cb4e802bfb5d003589adc2c	白色岩石	しろいいわ	White rock	865	方块			10	
866	6f08e0d864167b381b1963204eb4b83c	粗粗岩	ザラザラいわ	Coarse rock	866	方块			10	
867	5183ac0f39e6d1c71907e6d4da600bcf	淡褐色岩石	うすちゃいわ	Light brown rock	867	方块			10	
868	07b880874f411b85ca00c9efd54efa7e	红色岩石	あかいわ	Red rock	868	方块			10	
869	2d8938a9516bae35857e7a4e2f007108	黄色岩石	きいろいいわ	Yellow rock	869	方块			10	
870	75ff07af0c3b7058c5d9ed0741b04e5b	黑色岩石	くろいいわ	Black rock	870	方块			10	
871	3394add7ad1cf81bd341b301684e7be6	岩浆岩	マグマいわ	Lava rock	871	方块			10	
872	35cd13fd23e12ad7fda215582d771298	洞窟岩	どうくつのいわ	Cave rock	872	方块			10	
873	f54c8fa113146c278289d525ae3c9d3d	大海岩	うみのいわ	Ocean rock	873	方块			10	
874	273c3919c6189cdc6a47a684929d1147	红褐色洞窟岩	あかちゃどうくついわ	Reddish-brown cave rock	874	方块			10	
875	5e362c3105a6c25b3ffdb34fc887d256	火山岩石	かざんのいわ	Volcanic rock	875	方块			10	
876	b14b4d37ae2ce752f065ece585201e8b	白色削岩	しろいけずれたいわ	Carved white rock	876	方块				
877	9b77441eeea4ee9f11343603bb5787d4	粗粗削岩	ザラザラのけずれたいわ	Carved coarse rock	877	方块				
878	5255ef8a63714d589290d91d7fc8c3e4	淡褐色削岩	うすちゃのけずれたいわ	Carved light-brown rock	878	方块				
879	3563cb2c1f45e699dbcda2f406e6e3bc	红色削岩	あかいけずれたいわ	Carved red rock	879	方块				
880	d62bdd6e4204d795e7efef4dba9555e4	黄色削岩	きいろいけずれたいわ	Carved yellow rock	880	方块				
881	dcc173398309426023e03a10c0ab7c51	铜矿石【荒野】	どうこうせき（パサパサ）	Copper deposit (Wasteland)	881	方块			10	
882	d66d678617fad6dfa692ad10bbd93999	铜矿石【海边】	どうこうせき（ドンヨリ）	Copper deposit (Beach)	882	方块			10	
883	5e94bb1a3ad7f9c73a55fdcb9cc73303	铜矿石【山地】	どうこうせき（ゴツゴツ）	Copper deposit (Ridge)	883	方块			10	
884	8929742ed6a56751be60dac37e4e43bb	铜矿石【空岛】	どうこうせき（キラキラ）	Copper deposit (Skyland)	884	方块			10	
885	80437cd58682c1e13d3fd80f77124be1	铁矿石	てつこうせき	Iron deposit	885	方块			100	金属的
886	955e46bd4facb8b5691ed0075fcd9211	金矿石	きんこうせき	Gold deposit	886	方块			200	
887	f0d6f289a1a7fbad239e9f2159f228bd	宝可金属矿石	ポケメタルこうせき	Pokémetal deposit	887	方块			500	
888	ef1cb9ac7dee822185eaf834f8d36965	苔土	コケつち	Mossy soil	888	方块			10	
889	ee1b7276a029004e44629d3a04ee9be2	碎石	じゃり	Gravel	889	方块			10	
890	14e2c17fbadf81a3c4cbabb7385f750e	石灰石	せっかいせき	Limestone	890	方块			10	
891	e38f5803fb2f6a7e9ac8335503282917	彩光石	ヒカリいし	Glowing stone	891	方块			10	
892	1bae3b5acbe14d09b29dacf0c3e385b1	谜之石头	ナゾのいし	Mysterious stone	892	方块			10	
893	8f34100959fbc8dbd5597204c04ac382	冰块	こおり	Ice	893	方块			10	
894	30ddc20eea83b91bfdd91d59ccc4005e	龟裂的砂岩	ひびわれすないわ	Cracked sandstone	894	方块			10	
895	c04c3535d72fab7eb5dddea608a96d55	灰灰徽章	グレーなバッジ	Bouldery Badge	895	重要物品				
896	1e31aa53605f9a1733ecb7d2070117c5	蓝蓝徽章	ブルーなバッジ	Cascade-like Badge	896	重要物品				
897	edb54712bc3dcce01218f507d43c6f51	橙橙徽章	オレンジのバッジ	Thunderish Badge	897	重要物品				
898	8c5dfe6f2136b04d5efb8921b46a397f	虹彩徽章	レインボーなバッジ	Rainbowish Badge	898	重要物品				
899	1af200dec1c068234f831a3d1cbe095b	红粉徽章	ピンクのバッジ	Soul-like Badge	899	重要物品				
900	a1f023a1ca9ff52d2cf5a840af429d8c	金金徽章	ゴールドなバッジ	Marshy Badge	900	重要物品				
901	253d390d594c082a0617ed4e9be6a7ac	红深徽章	クリムゾンなバッジ	Volcanoey Badge	901	重要物品				
902	39548355a1aafd5791ddccd32e9fdf09	绿绿徽章	グリーンなバッジ	Earth Badge	902	重要物品				
903	c45367d2ff75e71eeb2b365459345252	探宝器	ダウジングマシン	Dowsing Machine	903	其他			10	
904	7a350f0ddf765add981db02437a3adce	新型探宝器	ネオダウジングマシン	Neo Dowsing Machine	904	其他			10	
905	5a4a9c042bda398b7c55e46728829534	彩花炮	クラッカー	Party Popper	905	其他			10	
906	0c5506fb3106e406a8f39cb08883bc0b	星星碎片	ほしのかけら	Star Piece	906	其他			500	闪亮亮的
907	d6b778e6fef69d6245c5f7a506410d5a	彩色气球（白）	いろふうせん・しろ	Paint balloon (white)	907	其他			100	多彩的|圆圆的
908	2c81385a8af98e66092bdaca7eaa3064	彩色气球（红）	いろふうせん・あか	Paint balloon (red)	908	其他			100	多彩的|圆圆的
909	ab715de984b5c9e6fd4f06b22d739452	彩色气球（黄）	いろふうせん・きいろ	Paint balloon (yellow)	909	其他			100	多彩的|圆圆的
910	492d244e86795fd6ab25d9c0296f5d35	彩色气球（绿）	いろふうせん・みどり	Paint balloon (green)	910	其他			100	多彩的|圆圆的
911	7291ae19bc0243676301560c166036ef	彩色气球（红紫）	いろふうせん・あかむらさき	Paint balloon (rose)	911	其他			100	多彩的|圆圆的
912	f25df190f4ebf0d08fd82847eb8d4230	彩色气球（粉红）	いろふうせん・ピンク	Paint balloon (pink)	912	其他			100	多彩的|圆圆的
913	eea162efd05c65b6a1b3c2f64bb608dc	彩色气球（橙）	いろふうせん・オレンジ	Paint balloon (orange)	913	其他			100	多彩的|圆圆的
914	0d84fe504bcb247dba46dbc7888ec4eb	彩色气球（紫）	いろふうせん・むらさき	Paint balloon (purple)	914	其他			100	多彩的|圆圆的
915	ff7a95db62ffe2ad60ae9a20a6a28bf3	彩色气球（棕）	いろふうせん・ちゃいろ	Paint balloon (brown)	915	其他			100	多彩的|圆圆的
916	b487e8e5a841e8642a5b81eb43eeec87	彩色气球（卡奇）	いろふうせん・カーキ	Paint balloon (beige)	916	其他			100	多彩的|圆圆的
917	c5164059c981c3cbd62b14d2f723cf65	彩色气球（黑）	いろふうせん・くろ	Paint balloon (black)	917	其他			100	多彩的|圆圆的
918	797471fa0e4a3931c489c46b64ca0437	彩色气球（浅绿）	いろふうせん・きみどり	Paint balloon (lime)	918	其他			100	多彩的|圆圆的
919	df7f71cdae89ec24806bab320a8e5c26	彩色气球（深紫）	いろふうせん・ふかむらさき	Paint balloon (plum)	919	其他			100	多彩的|圆圆的
920	2dd6451b10ee3ef3dc83b032990b7fe2	彩色气球（深蓝）	いろふうせん・こんいろ	Paint balloon (navy)	920	其他			100	多彩的|圆圆的
921	44ce850a9deb931096173669b7499516	彩色气球（蓝）	いろふうせん・あお	Paint balloon (blue)	921	其他			100	多彩的|圆圆的
922	6ba65990798935950d04725598eb643f	彩色气球（浅蓝）	いろふうせん・みずいろ	Paint balloon (cyan)	922	其他			100	多彩的|圆圆的
923	cdd57559b659af0b0bf8adbf347a5866	彩色气球（灰）	いろふうせん・はいいろ	Paint balloon (gray)	923	其他			100	多彩的|圆圆的
924	ca119099b815d1afdd4d649d516d7acf	彩色气球（蓝绿）	いろふうせん・あおみどり	Paint balloon (aquamarine)	924	其他			100	多彩的|圆圆的
925	7d90e74b8355540440fbbb2637d687b5	烟火弹（白）	はなびだま・しろ	Firework (white)	925	其他			50	圆圆的
926	3d8218ac171006775a8615576234f98e	烟火弹（红）	はなびだま・あか	Firework (red)	926	其他			50	圆圆的
927	350003d8a61976152ca656fae50bdf75	烟火弹（绿）	はなびだま・みどり	Firework (green)	927	其他			50	圆圆的
928	4ed4db0be72cd97b790ee19a88c92677	烟火弹（黄）	はなびだま・きいろ	Firework (yellow)	928	其他			50	圆圆的
929	a31de96f5f323774d77d209eea9db29b	烟火弹（蓝）	はなびだま・あお	Firework (blue)	929	其他			50	圆圆的
930	be15fb7690b1209d51ebd14742da6ad7	石头砖【壁纸】	いしのタイル	Stone tiling (wallpaper)	930	其他			100	坚硬的|石制的
931	feae475def8c74a9cdbec01546aaaa97	木墙【壁纸】	木のカベ	Wooden wall (wallpaper)	931	其他			100	
932	1cc6ce6bb846d11d02c3d4e35fae9255	时髦石地板【壁纸】	おしゃれゆかいし	Stylish stone flooring (wallpaper)	932	其他			100	
933	03ea2c0f9da3ea088a9e7bee1a0c0e52	木地板【壁纸】	木のゆか	Wooden flooring (wallpaper)	933	其他			100	
934	bb4951280cf4cbefb3250eb04c11f824	棉花地板【壁纸】	わたのゆか	Fluffy flooring (wallpaper)	934	其他			100	
935	9092541f204b1c8cb3c55b8474e7af2c	拱形砖【壁纸】	アーチタイル	Arched tiling (wallpaper)	935	其他			100	
936	cd7619d4afa03b9eab7ef6449ea88463	马赛克砖【壁纸】	モザイクタイル	Mosaic tiling (wallpaper)	936	其他			100	
937	ac32476918718b5f1206f45b964a9cd2	星空墙【壁纸】	ほしぞらのカベ	Starry-sky wall (wallpaper)	937	其他			100	
938	3ff818858e8378a6fdd464ca90847257	拼接式地毯【壁纸】	タイルカーペット	Woven carpeting (wallpaper)	938	其他			100	
939	0da4e366e6be5df6fcbb46dcaec810b7	黄金墙【壁纸】	おうごんのカベ	Gold wall (wallpaper)	939	其他			100	
940	8996146a2cde221a8ac3163005c50e52	时髦黄金墙【壁纸】	おしゃれなおうごんのカベ	Stylish gold wall (wallpaper)	940	其他			100	
941	3544a2b76b8c7da17b286d57c15de66e	古旧石墙（花纹）【壁纸】	ふるびたいしカベ・がら	Patterned aged-stone wall (wallpaper)	941	其他			100	
942	7e5de8628f038878542f415f43bc17d7	古旧石墙【壁纸】	ふるびたいしカベ	Aged-stone wall (wallpaper)	942	其他			100	
943	479abf32bc26f35d0eeb74d801548b56	古旧石地板【壁纸】	ふるびたいしゆか	Aged-stone flooring (wallpaper)	943	其他			100	
944	88b54b269003843cfbb2aa33f2eee7a6	危险地带墙【壁纸】	キケンちたいのカベ	Warning wall (wallpaper)	944	其他			100	
945	38c59296ba91fd4b6c98ae9b8e328f0a	水晶墙【壁纸】	クリスタルのカベ	Crystal wall (wallpaper)	945	其他			100	
946	071fc79afe16334a9988a945f5485d4f	摩登地毯【壁纸】	モダンなカーペット	Modern carpeting (wallpaper)	946	其他			100	
947	8b39904694247efbac009bd4b943bd3f	铁板地板【壁纸】	てっぱんのゆか	Iron-plate flooring (wallpaper)	947	其他			100	金属的
948	e895fe1bd6e6ca66be614f71eea27f75	商店地板【壁纸】	ショップのゆか	Shop tiling (wallpaper)	948	其他			100	
949	f7909780299f5ae061aa78ca33634010	砖块墙【壁纸】	レンガのカベ	Brick wall (wallpaper)	949	其他			100	
950	9e1de444a58949deb80b21fe64c60bfa	未粉刷的墙【壁纸】	うちっぱなしのカベ	Concrete wall (wallpaper)	950	其他			100	
951	d726a1915366b8260ae77fee01b45f06	石头地板【壁纸】	いしのゆか	Stone flooring (wallpaper)	951	其他			100	坚硬的|石制的
952	c7be4c7750031d71516ef56033a7b58c	石头直纹地板【壁纸】	いしラインのゆか	Lined-stone flooring (wallpaper)	952	其他			100	
953	f1f34b9882c7a974383f691f305d3fa7	灰泥墙【壁纸】	しっくいのカベ	Plaster wall (wallpaper)	953	其他			100	
954	627ea3d8df746d7afdc81d9e1e996b33	石砖墙【壁纸】	いしレンガのカベ	Stone brick wall (wallpaper)	954	其他				
955	ad986dcacc0ba5b3421897b5064491fd	斜斜木地板【壁纸】	ななめの木のゆか	Diagonal wooden flooring (wallpaper)	955	其他			100	
956	6caedad83d497e6e639e5a8d491e0b3a	时髦砖【壁纸】	おしゃれタイル	Stylish tiling (wallpaper)	956	其他			100	
957	12d51d5b4ce28e447ebb1bcd5282df65	砖块地板【壁纸】	レンガのゆか	Brick flooring (wallpaper)	957	其他			100	
958	1e901883fee448456343e54c85c33e26	布墙【壁纸】	ぬののカベ	Cloth wall (wallpaper)	958	其他			100	
959	5c1a4bb201de4f0719d376fff2f597b9	方形砖【壁纸】	しかくタイル	Square tiling (wallpaper)	959	其他			100	
960	ddc3c8ebed3c0111619b5f9472727edb	堤防【壁纸】	ていぼう	Levee (wallpaper)	960	其他			100	
961	7d91099e7acb63377c3abb85f0f1aaee	发光方块【壁纸】	ブロックライト	Cube light (wallpaper)	961	其他			100	
962	3ea17003e9a01ea6a1d494dd0312e9b8	铁砖【壁纸】	てつのタイル	Iron tiling (wallpaper)	962	其他			100	
963	1d69c8dd075502d91c3cde18acbd0a77	大理石地板（深）【壁纸】	だいりせきのゆか・ダーク	Dark marble flooring (wallpaper)	963	其他			100	
964	fd19dd5a39b5c9b521625b008cda1536	简约地板【壁纸】	シンプルなゆか	Simple flooring (wallpaper)	964	其他			100	
965	8e000ef082b845fb43b8f6d4de0702de	实木地板【壁纸】	实木のゆか	Hardwood flooring (wallpaper)	965	其他			100	
966	5444832b06992af2ed6420b725a2cd3b	鳞纹砖【壁纸】	うろこタイル	Fish-scale tiling (wallpaper)	966	其他			100	
967	04da90004871d26587fac6608c5119c8	石砌墙【壁纸】	いしづみのカベ	Cobblestone wall (wallpaper)	967	其他			100	
968	fafb1df5093a1501acf56bb3236abdfd	稻草堆【壁纸】	つみあげわら	Hay pile (wallpaper)	968	其他			100	
969	00f4b8dad42130d1acdb805cb8b63229	碎砖墙【壁纸】	碎砖墙	Broken-tiling wall (wallpaper)	969	其他			100	
970	93dc23451f6e0604baced7d4e7e5b6af	油漆墙【壁纸】	油漆墙	Painted wall (wallpaper)	970	其他			100	
971	a919cf1298461daff5e629d777b6bfdc	竖纹墙【壁纸】	たてラインのかべ	Striped wall (wallpaper)	971	其他			100	
972	122c0cacc212fc07edc3824cdae1e072	赛博风地板【壁纸】	サイバーなゆか	Cyber flooring (wallpaper)	972	其他			100	
973	638b0c3d52a8e7a3747bbc2187a874b7	霓虹地板【壁纸】	ネオンなゆか	Neon flooring (wallpaper)	973	其他			100	
974	5c1b279a4df3105d39326312167ab009	粗粗墙【壁纸】	ざらざらカベ	Rough wall (wallpaper)	974	其他			100	
975	790885048e47bb6541122f7317fc3ce7	摩登墙【壁纸】	モダンなカベ	Modern wall (wallpaper)	975	其他			100	
976	bde451fd819f36bdf3886a82975ad184	铁板【壁纸】	てっぱん	Iron plating (wallpaper)	976	其他			100	
977	6f8c7db3756002f69bc582ef6f8b93c8	六角形地板【壁纸】	ろっかくけいのゆか	Hexagonal flooring (wallpaper)	977	其他			100	
978	7b70502c18b0f83d2d1e428b00b516eb	废料块【壁纸】	スクラップ	Scrap cube (wallpaper)	978	其他			100	
979	c7534d1878fee0a791daf540de82e7f2	简约方形砖【壁纸】	シンプルしかくタイル	Simple square tiling (wallpaper)	979	其他			100	
980	5adfc307b914deebbeee36873ddc682d	木纹绵绵柱【壁纸】	木のフカフカはしら	Puffy-tree pillar (wallpaper)	980	其他			100	
981	424080ff6af408d272c012a6f741d7bd	毛毡垫子【壁纸】	フェルトマット	Felt mat (wallpaper)	981	其他			100	
982	960f58c3698e47f9f371734d944ae26f	三角花纹地板【壁纸】	さんかくもようのゆか	Triangle-design flooring (wallpaper)	982	其他			100	
983	8c4e6aeb25e0e60ad9b8a67c19e3cf73	拼木地板【壁纸】	タテヨコの木のゆか	Crisscross wooden flooring (wallpaper)	983	其他			100	
984	f02210689ace265a216322300a7c9d8b	木墙（浅）【壁纸】	木のカベ・ライト	Light wooden wall (wallpaper)	984	其他			100	
985	922beebd9dbc335a4670c1bd64f8107e	大理石地板（浅）【壁纸】	だいりせきのゆか・ライト	Light marble flooring (wallpaper)	985	其他			100	
986	d954838663bfa13c7da159f69e892319	青铜墙【壁纸】	ブロンズのカベ	Bronze wall (wallpaper)	986	其他			100	
987	430db3f2446f60a31a30659db403ead1	时髦青铜墙【壁纸】	おしゃれなブロンズのカベ	Stylish bronze wall (wallpaper)	987	其他			100	
988	479fd975fc73b8913b966d9aac1d9ffc	铁墙【壁纸】	てつのカベ	Iron wall (wallpaper)	988	其他			100	
989	aea8694388bba86094a1d2243b55a70e	时髦铁墙【壁纸】	おしゃれなてつのカベ	Stylish iron wall (wallpaper)	989	其他			100	
990	069f22d6ef8a69150ba9d4b70c5ed0c0	草皮地板【壁纸】	しばふのゆか	Grass flooring (wallpaper)	990	其他			100	
991	d81b1bdadcf3e36bb95431ab319be5fc	精灵球墙【壁纸】	モンスターボールのカベ	Poké Ball wall (wallpaper)	991	其他			100	
992	f9dfea146ac62104cbb3ed88db050ea4	圆点花纹【壁纸】	みずたまもよう	Polka-dot Print (wallpaper)	992	其他			100	
993	ef10cc60f442587f229007b0b3c47017	竖条纹【壁纸】	たてストライプ	Vertical-stripe print (wallpaper)	993	其他			100	
994	5eb9adc67cdfb93252e11aa4ab2c87fc	横条纹【壁纸】	よこストライプ	Horizontal-stripe print (wallpaper)	994	其他			100	
995	272d2dd83cf2abb63c580d39c91e2692	白色方格纹【壁纸】	ギンガムチェック	Gingham print (wallpaper)	995	其他			100	
996	81e0635463e4dd29ed5dc040f8edeef0	多色方格纹【壁纸】	タータンチェック	Tartan print (wallpaper)	996	其他			100	
997	dee7b1c7c7e64470d3158784c4a4a492	菱格纹【壁纸】	アーガイルチェック	Argyle print (wallpaper)	997	其他			100	
998	8a0be33c5c541e6aabd6b699e7b5b075	树果花纹【壁纸】	きのみのもよう	Berry print (wallpaper)	998	其他			100	很像食物的|能感受自然的
999	2987399f4c77ff43d95802cb32808de5	精灵球花纹【壁纸】	きのみのもよう	Poké Ball print (wallpaper)	999	其他			100	
1000	598da799f345f73bca85f2e63aa8afad	时髦精灵球花纹【壁纸】	おしゃれボールもよう	Stylish Poké Ball print (wallpaper)	1000	其他			100	
1001	96cc554f43a0f629d8205aae33f0ccf2	大理石【壁纸】	だいりせき	Marble (wallpaper)	1001	其他			100	
1002	62b0c969edc626a35d2edf335e7823d2	泡泡花纹【壁纸】	シャボンのもよう	Bubble print (wallpaper)	1002	其他			100	
1003	ab8dfd80b5a02eff67b67e88eb9cdf74	千鸟格纹【壁纸】	ちどりごうし	Houndstooth print (wallpaper)	1003	其他			100	
1004	4c66f393b2c4024890ab27ff0a514afe	蔓草花纹【壁纸】	からくさもよう	Vine print (wallpaper)	1004	其他				
1005	0372150c46385ff9022da550299fd6fa	漩涡花纹【壁纸】	ぐるぐるもよう	Swirl print (wallpaper)	1005	其他			100	
1006	f8275394d290c329023222f94a92db7a	冬天花纹【壁纸】	ふゆのもよう	Winter print (wallpaper)	1006	其他			100	
1007	82aef9a326430e6de953b886c6d7a1ab	锯齿花纹【壁纸】	ギザギザもよう	Zig-zag print (wallpaper)	1007	其他			100	
1008	991d45db9a45146a638b20516c530664	叶子花纹【壁纸】	はっぱもよう	Leaf print (wallpaper)	1008	其他			100	
1009	cd1a9eee18fac36c05fc64090baa51d4	花朵花纹【壁纸】	はなもよう	Flower print (wallpaper)	1009	其他			100	
1010	de18ae74dc83fda6a19ae1f721dabc28	星星花纹【壁纸】	ほしのもよう	Star print (wallpaper)	1010	其他			100	
1011	055f0157a59d18fdf60ffa52e2fdbe85	咖喱花纹【壁纸】	カレーもよう	Curry print (wallpaper)	1011	其他			100	
1012	93174d8f7cccb87616b4a6b85368c6c1	大遗失物	おおきなおとしもの	Large Lost Relic	1012	其他			10	诡异的
1013	fe23b03327255a5b699622dbca7eaad1	小遗失物	ちいさなおとしもの	Small Lost Relic	1013	其他			10	诡异的
1014	17d96f1a7c7344bcc2ea4e57580c1d6b	♪~序曲~	〜オープニング〜	Title Screen	1014	其他			500	圆圆的
1015	419ae6d936fd37daeeb1c148dfcacf60	♪真新镇主题曲	マサラタウンのテーマ	Pallet Town	1015	其他			500	圆圆的
1016	2592c1a51732b2c0e1f9ba51ed11a48a	♪大木研究所	オーキド研究所	Oak's Lab	1016	其他			500	圆圆的
1017	a8ec86c6a8ee3169627bb254ea3080a9	♪往常青的道路	トキワへの道	Road to Viridian City	1017	其他			500	圆圆的
1018	9b1dea7b56f7fcf8140cb2f31535cd2d	♪深灰市主题曲	ニビシティのテーマ	Pewter City Theme	1018	其他			500	圆圆的
1019	01a7c1c4aaeb915c0fe0edac106fb248	♪宝可梦中心	ポケモンセンター	Pokémon Center	1019	其他			500	圆圆的
1020	877868b3a202d1cd80f80e6b17a93dfd	♪月见山的洞窟	おつきみ山のどうくつ	Caves of Mt. Moon	1020	其他			500	圆圆的
1021	f5e7ca941fc3f68edfc77f94909b0b09	♪往华蓝的道路	ハナダへの道	Road to Cerulean City	1021	其他			500	圆圆的
1022	ba25e6bdab2d97a94027202db3554bdc	♪浅红市主题曲	セキチクシティのテーマ	Fuchsia City Theme	1022	其他			500	圆圆的
1023	aa22063e91a38fec7e76e3472b313076	♪宝可梦道馆	ポケモンジム	Pokémon Gym	1023	其他			500	圆圆的
1024	b51a7a433f86182dbfcdbb5741b9c4a7	♪去找正辉	マサキのもとへ	Road to Bill	1024	其他			500	圆圆的
1025	7e56695c7d38d62e4761bb60b0823cfa	♪枯叶市主题曲	クチバシティのテーマ	Vermilion City Theme	1025	其他				
1026	5cb3eae2cedf6e4729c781a1196afd20	♪圣特安努号	サントアンヌ号	The S.S. Anne	1026	其他			500	圆圆的
1027	9d33efce795bd252d072ac5a0738ce01	♪火箭队基地	ロケット団アジト	Rocket Hideout	1027	其他			500	圆圆的
1028	2d46e1395e238f88efc33d6d66f8baa4	♪西尔佛公司	シルフカンパニー	Silph Co.	1028	其他			500	圆圆的
1029	b99aa7f26de0281cee4c7f11e3f35433	♪对战（VS道馆馆主）	戦い（VSジムリーダー）	Battle! (Gym Leader Battle)	1029	其他			500	圆圆的
1030	a357a4aefd5e0131f44427a8f9e00c5b	♪互连洞	つながりのどうくつ	Union Cave	1030	其他			500	圆圆的
1031	6f18051da4cf139bb31687fbf7e6bcd0	♪缘朱市	エンジュシティ	Ecruteak City	1031	其他			500	圆圆的
1032	7f399f982076af338afb9be340bc6263	♪铃铛塔	スズのとう	Bell Tower	1032	其他			500	圆圆的
1033	497dc0e07ef78b0812e96120f92f3e86	♪茵郁市	ヒマワキシティ	Fortree City	1033	其他			500	圆圆的
1034	e92623a859088e2a0bbd90fed9c964d7	♪琉璃市	ルネシティ	Sootopolis City	1034	其他			500	圆圆的
1035	f7106827a25554ba503db9f737dc1560	♪209号道路（白天）	209ばんどうろ（昼）	Route 209 (Day)	1035	其他			500	圆圆的
1036	fca0736397cdb72cead8ce4849f76860	♪天冠山	テンガンざん	Mt. Coronet	1036	其他			500	圆圆的
1037	3e5230a96cd1c07173a532e51eb555ae	♪游戏城	ゲームコーナー	Game Corner	1037	其他			500	圆圆的
1038	67d9c4c2538674b5249537e7e1447158	♪帆巴市	ホドモエシティ	Driftveil City	1038	其他			500	圆圆的
1039	1892069faacfd2ea59c031b5d4b72d1f	♪10号道路	10番道路	Route 10 (Unova)	1039	其他			500	圆圆的
1040	9fd68fa8fb78aae22b275e0e6318819f	♪用物品盛装打扮！	グッズでドレスアップ！	Dress Up With Props	1040	其他			500	圆圆的
1041	eab7455cd9efdd2790a2e94b0a174e99	♪映雪市	エイセツシティ	Snowbelle City	1041	其他			500	圆圆的
1042	544f1c6ed677ea40c43448dadf7ea600	♪时装店	ブティック	Boutique	1042	其他			500	圆圆的
1043	7b1ba5bc105711d96cc05103d0f02837	♪超级训练！	スーパートレーニング！	Super Training!	1043	其他			500	圆圆的
1044	73c23fa2d1557a582872b9d711710f00	♪华丽现场大赛！	コンテストライブ！	Contest Spectacular	1044	其他			500	圆圆的
1045	6e572385dc32e0990b90c7e8f8ed9f0c	♪好奥乐市（白天）	ハウオリシティ（昼）	Hau'oli City (Day)	1045	其他			500	圆圆的
1046	7f78ac74dd2815e4e8c6bbe945eaf7e7	♪以太乐园	エーテルパラダイス	Aether Paradise	1046	其他			500	圆圆的
1047	fe1c4915c12d05847a12d40490023f69	♪究极大厦	ウルトラビルディング	Ultra Ruin	1047	其他			500	圆圆的
1048	673996e96c0d40396b1999552537d624	♪旷野地带·北	ワイルドエリア·北	Wild Area (North)	1048	其他			500	圆圆的
1049	8531c752c48575841a3aacec1c95b35c	♪宫门市	シュートシティ	Wyndon	1049	其他			500	圆圆的
1050	891cee4f11af6e3f1cd7e231c0a6a011	♪洛兹大厦	ローズタワー	Rose Tower	1050	其他			500	圆圆的
1051	4acc0f0308c693b750bb3548baaf5d57	♪战斗！道馆馆主·1	戦闘！ジムリーダー：1	Battle! (Gym Leader) 1	1051	其他			500	圆圆的
1052	9952831e3823bbd581df36633ec11bdb	♪祝庆村	コトブキムラ	Jubilife Village	1052	其他			500	圆圆的
1053	10a48d325dda7bc8c655829b89b3f47d	♪南区	南エリア	South Province	1053	其他			500	圆圆的
1054	1a2f9448031f08643072740e5e95d28e	♪学院	アカデミー	The Academy	1054	其他			500	圆圆的
1055	425c6a9cde4e9a1715ed5b7ac34e0953	♪第零区	エリアゼロ	Area Zero	1055	其他			500	圆圆的
